date,county,latitude,longitude,rainfall_mm,temp_max_c,temp_min_c,temp_avg_c,evapotranspiration_mm,wind_speed_kmh,data_source
2024-11-03,Kiambu,-1.055,37.0,0.6,28.2,15.7,21.95,5.13,10.9,open-meteo-archive
2024-11-04,Kiambu,-1.055,37.0,0.2,27.4,14.9,21.15,5.14,11.3,open-meteo-archive
2024-11-05,Kiambu,-1.055,37.0,1.9,26.0,15.7,20.85,4.33,13.3,open-meteo-archive
2024-11-06,Kiambu,-1.055,37.0,3.7,24.8,15.1,19.95,3.74,14.0,open-meteo-archive
2024-11-07,Kiambu,-1.055,37.0,2.9,23.5,14.9,19.2,3.07,16.3,open-meteo-archive
2024-11-08,Kiambu,-1.055,37.0,1.2,24.1,15.1,19.6,3.76,13.9,open-meteo-archive
2024-11-09,Kiambu,-1.055,37.0,1.0,25.5,14.4,19.95,4.59,12.6,open-meteo-archive
2024-11-10,Kiambu,-1.055,37.0,3.9,24.6,14.9,19.75,4.05,12.0,open-meteo-archive
2024-11-11,Kiambu,-1.055,37.0,22.6,19.6,14.8,17.2,1.69,9.9,open-meteo-archive
2024-11-12,Kiambu,-1.055,37.0,0.3,26.2,12.9,19.55,4.92,11.0,open-meteo-archive
2024-11-13,Kiambu,-1.055,37.0,3.6,24.4,14.8,19.6,4.0,11.4,open-meteo-archive
2024-11-14,Kiambu,-1.055,37.0,7.2,24.9,15.8,20.35,4.24,14.6,open-meteo-archive
2024-11-15,Kiambu,-1.055,37.0,17.9,21.6,15.6,18.6,1.8,9.6,open-meteo-archive
2024-11-16,Kiambu,-1.055,37.0,17.6,20.4,14.6,17.5,1.81,12.8,open-meteo-archive
2024-11-17,Kiambu,-1.055,37.0,1.6,23.3,13.4,18.35,4.2,18.1,open-meteo-archive
2024-11-18,Kiambu,-1.055,37.0,0.2,23.9,14.2,19.05,4.39,12.6,open-meteo-archive
2024-11-19,Kiambu,-1.055,37.0,4.5,24.0,15.2,19.6,4.14,12.1,open-meteo-archive
2024-11-20,Kiambu,-1.055,37.0,3.5,24.1,15.8,19.95,3.86,12.3,open-meteo-archive
2024-11-21,Kiambu,-1.055,37.0,6.3,22.2,15.9,19.05,2.63,15.4,open-meteo-archive
2024-11-22,Kiambu,-1.055,37.0,1.9,24.5,15.1,19.8,4.03,14.7,open-meteo-archive
2024-11-23,Kiambu,-1.055,37.0,3.9,24.0,14.9,19.45,4.23,16.9,open-meteo-archive
2024-11-24,Kiambu,-1.055,37.0,18.4,23.4,16.0,19.7,3.71,15.4,open-meteo-archive
2024-11-25,Kiambu,-1.055,37.0,20.2,23.6,15.6,19.6,3.35,8.8,open-meteo-archive
2024-11-26,Kiambu,-1.055,37.0,1.6,23.9,14.0,18.95,4.26,9.4,open-meteo-archive
2024-11-27,Kiambu,-1.055,37.0,6.0,23.4,15.9,19.65,3.25,8.4,open-meteo-archive
2024-11-28,Kiambu,-1.055,37.0,5.5,24.3,16.0,20.15,4.17,15.2,open-meteo-archive
2024-11-29,Kiambu,-1.055,37.0,1.1,25.0,14.8,19.9,4.65,12.7,open-meteo-archive
2024-11-30,Kiambu,-1.055,37.0,0.2,24.5,13.4,18.95,4.19,15.7,open-meteo-archive
2024-12-01,Kiambu,-1.055,37.0,2.3,24.3,13.8,19.05,3.95,18.0,open-meteo-archive
2024-12-02,Kiambu,-1.055,37.0,0.6,23.6,14.7,19.15,4.24,15.0,open-meteo-archive
2024-12-03,Kiambu,-1.055,37.0,0.5,23.5,14.9,19.2,4.26,16.3,open-meteo-archive
2024-12-04,Kiambu,-1.055,37.0,0.0,24.3,14.8,19.55,4.74,16.9,open-meteo-archive
2024-12-05,Kiambu,-1.055,37.0,0.0,24.2,14.1,19.15,4.6,14.9,open-meteo-archive
2024-12-06,Kiambu,-1.055,37.0,0.1,24.6,14.6,19.6,4.88,16.4,open-meteo-archive
2024-12-07,Kiambu,-1.055,37.0,0.1,25.5,13.6,19.55,5.3,16.4,open-meteo-archive
2024-12-08,Kiambu,-1.055,37.0,0.1,25.0,13.4,19.2,5.1,16.0,open-meteo-archive
2024-12-09,Kiambu,-1.055,37.0,0.9,24.2,13.4,18.8,4.52,17.7,open-meteo-archive
2024-12-10,Kiambu,-1.055,37.0,2.1,24.1,15.9,20.0,4.53,19.6,open-meteo-archive
2024-12-11,Kiambu,-1.055,37.0,0.5,24.4,14.6,19.5,4.57,16.7,open-meteo-archive
2024-12-12,Kiambu,-1.055,37.0,0.5,24.8,15.7,20.25,4.67,14.5,open-meteo-archive
2024-12-13,Kiambu,-1.055,37.0,0.0,25.9,15.1,20.5,5.04,13.9,open-meteo-archive
2024-12-14,Kiambu,-1.055,37.0,0.1,26.3,15.2,20.75,4.91,11.3,open-meteo-archive
2024-12-15,Kiambu,-1.055,37.0,1.1,26.1,16.1,21.1,4.89,14.8,open-meteo-archive
2024-12-16,Kiambu,-1.055,37.0,1.5,25.4,15.1,20.25,4.66,19.5,open-meteo-archive
2024-12-17,Kiambu,-1.055,37.0,0.9,24.8,14.6,19.7,4.47,20.6,open-meteo-archive
2024-12-18,Kiambu,-1.055,37.0,0.7,25.6,14.5,20.05,4.72,12.8,open-meteo-archive
2024-12-19,Kiambu,-1.055,37.0,3.9,24.0,16.1,20.05,2.94,10.7,open-meteo-archive
2024-12-20,Kiambu,-1.055,37.0,6.1,25.1,15.9,20.5,3.86,12.8,open-meteo-archive
2024-12-21,Kiambu,-1.055,37.0,5.1,24.5,16.1,20.3,3.75,17.6,open-meteo-archive
2024-12-22,Kiambu,-1.055,37.0,1.1,24.6,14.9,19.75,4.26,15.6,open-meteo-archive
2024-12-23,Kiambu,-1.055,37.0,8.0,24.0,16.4,20.2,4.02,16.9,open-meteo-archive
2024-12-24,Kiambu,-1.055,37.0,1.6,24.5,15.6,20.05,3.97,14.4,open-meteo-archive
2024-12-25,Kiambu,-1.055,37.0,2.5,23.8,16.1,19.95,3.98,17.2,open-meteo-archive
2024-12-26,Kiambu,-1.055,37.0,1.9,24.9,14.3,19.6,4.38,15.9,open-meteo-archive
2024-12-27,Kiambu,-1.055,37.0,0.0,25.6,14.4,20.0,4.98,17.6,open-meteo-archive
2024-12-28,Kiambu,-1.055,37.0,0.0,25.3,14.2,19.75,5.01,17.5,open-meteo-archive
2024-12-29,Kiambu,-1.055,37.0,0.0,26.0,13.4,19.7,5.2,15.7,open-meteo-archive
2024-12-30,Kiambu,-1.055,37.0,0.0,25.9,13.9,19.9,5.14,17.9,open-meteo-archive
2024-12-31,Kiambu,-1.055,37.0,0.4,25.4,14.2,19.8,4.76,16.8,open-meteo-archive
2024-01-01,Kilifi,-3.115,39.57,0.7,33.8,24.8,29.3,5.15,15.1,open-meteo-archive
2024-01-02,Kilifi,-3.115,39.57,0.0,34.7,24.4,29.55,5.65,15.8,open-meteo-archive
2024-01-03,Kilifi,-3.115,39.57,0.1,34.0,24.5,29.25,5.5,17.3,open-meteo-archive
2024-01-04,Kilifi,-3.115,39.57,0.0,34.5,24.6,29.55,5.57,17.6,open-meteo-archive
2024-01-05,Kilifi,-3.115,39.57,15.2,35.0,24.1,29.55,4.64,14.6,open-meteo-archive
2024-01-06,Kilifi,-3.115,39.57,2.2,33.2,23.9,28.55,4.54,16.9,open-meteo-archive
2024-01-07,Kilifi,-3.115,39.57,0.5,33.7,24.9,29.3,5.45,13.3,open-meteo-archive
2024-01-08,Kilifi,-3.115,39.57,0.8,32.9,24.3,28.6,5.21,16.6,open-meteo-archive
2024-01-09,Kilifi,-3.115,39.57,0.4,33.8,24.1,28.95,5.51,20.2,open-meteo-archive
2024-01-10,Kilifi,-3.115,39.57,0.0,34.5,23.6,29.05,5.63,18.7,open-meteo-archive
2024-01-11,Kilifi,-3.115,39.57,0.0,32.9,24.4,28.65,3.59,15.7,open-meteo-archive
2024-01-12,Kilifi,-3.115,39.57,14.9,33.0,25.0,29.0,3.6,14.3,open-meteo-archive
2024-01-13,Kilifi,-3.115,39.57,2.2,32.8,25.0,28.9,3.8,10.0,open-meteo-archive
2024-01-14,Kilifi,-3.115,39.57,1.0,34.5,24.5,29.5,4.92,13.6,open-meteo-archive
2024-01-15,Kilifi,-3.115,39.57,0.0,35.4,24.1,29.75,5.66,19.8,open-meteo-archive
2024-01-16,Kilifi,-3.115,39.57,0.2,33.5,25.4,29.45,5.0,16.6,open-meteo-archive
2024-01-17,Kilifi,-3.115,39.57,0.3,33.5,24.9,29.2,4.82,16.6,open-meteo-archive
2024-01-18,Kilifi,-3.115,39.57,5.0,35.7,24.5,30.1,4.56,15.6,open-meteo-archive
2024-01-19,Kilifi,-3.115,39.57,0.2,34.2,24.4,29.3,5.34,15.3,open-meteo-archive
2024-01-20,Kilifi,-3.115,39.57,30.8,30.7,25.0,27.85,2.41,13.6,open-meteo-archive
2024-01-21,Kilifi,-3.115,39.57,0.3,34.5,24.1,29.3,5.39,17.7,open-meteo-archive
2024-01-22,Kilifi,-3.115,39.57,0.0,34.3,23.8,29.05,5.17,18.8,open-meteo-archive
2024-01-23,Kilifi,-3.115,39.57,0.0,36.2,23.6,29.9,6.23,19.5,open-meteo-archive
2024-01-24,Kilifi,-3.115,39.57,0.0,35.2,23.7,29.45,5.51,18.9,open-meteo-archive
2024-01-25,Kilifi,-3.115,39.57,0.1,34.5,24.7,29.6,5.61,18.0,open-meteo-archive
2024-01-26,Kilifi,-3.115,39.57,1.3,33.2,24.5,28.85,4.96,16.6,open-meteo-archive
2024-01-27,Kilifi,-3.115,39.57,2.7,33.0,24.5,28.75,4.36,15.1,open-meteo-archive
2024-01-28,Kilifi,-3.115,39.57,0.6,34.2,24.5,29.35,5.66,17.7,open-meteo-archive
2024-01-29,Kilifi,-3.115,39.57,0.3,35.0,24.7,29.85,5.78,19.1,open-meteo-archive
2024-01-30,Kilifi,-3.115,39.57,1.2,34.2,24.7,29.45,5.01,19.4,open-meteo-archive
2024-01-31,Kilifi,-3.115,39.57,1.1,34.1,25.0,29.55,4.55,18.3,open-meteo-archive
2024-02-01,Kilifi,-3.115,39.57,0.9,34.1,25.0,29.55,5.0,15.9,open-meteo-archive
2024-02-02,Kilifi,-3.115,39.57,0.0,34.8,24.0,29.4,5.72,17.8,open-meteo-archive
2024-02-03,Kilifi,-3.115,39.57,0.1,35.6,24.5,30.05,5.5,18.2,open-meteo-archive
2024-02-04,Kilifi,-3.115,39.57,0.7,34.5,24.9,29.7,5.69,16.6,open-meteo-archive
2024-02-05,Kilifi,-3.115,39.57,0.7,34.7,24.9,29.8,5.45,19.1,open-meteo-archive
2024-02-06,Kilifi,-3.115,39.57,0.2,37.3,24.5,30.9,5.69,19.6,open-meteo-archive
2024-02-07,Kilifi,-3.115,39.57,1.9,34.8,25.0,29.9,5.65,17.2,open-meteo-archive
2024-02-08,Kilifi,-3.115,39.57,1.2,36.1,25.5,30.8,5.75,18.5,open-meteo-archive
2024-02-09,Kilifi,-3.115,39.57,0.0,37.0,25.5,31.25,6.12,18.4,open-meteo-archive
2024-02-10,Kilifi,-3.115,39.57,3.7,34.0,25.4,29.7,4.44,18.0,open-meteo-archive
2024-02-11,Kilifi,-3.115,39.57,0.3,35.2,25.1,30.15,5.69,18.7,open-meteo-archive
2024-02-12,Kilifi,-3.115,39.57,0.4,36.8,24.7,30.75,5.81,20.3,open-meteo-archive
2024-02-13,Kilifi,-3.115,39.57,0.0,36.3,25.3,30.8,5.97,21.2,open-meteo-archive
2024-02-14,Kilifi,-3.115,39.57,0.3,37.0,25.0,31.0,6.21,20.9,open-meteo-archive
2024-02-15,Kilifi,-3.115,39.57,0.1,37.5,24.9,31.2,6.15,20.5,open-meteo-archive
2024-02-16,Kilifi,-3.115,39.57,0.2,36.5,25.7,31.1,5.97,18.0,open-meteo-archive
2024-02-17,Kilifi,-3.115,39.57,0.5,36.5,25.9,31.2,5.93,18.7,open-meteo-archive
2024-02-18,Kilifi,-3.115,39.57,0.3,38.5,25.5,32.0,6.25,19.9,open-meteo-archive
2024-02-19,Kilifi,-3.115,39.57,1.2,36.6,25.5,31.05,5.54,19.4,open-meteo-archive
2024-02-20,Kilifi,-3.115,39.57,0.6,36.5,26.1,31.3,5.65,21.3,open-meteo-archive
2024-02-21,Kilifi,-3.115,39.57,0.2,37.8,25.2,31.5,5.94,21.7,open-meteo-archive
2024-02-22,Kilifi,-3.115,39.57,0.0,37.8,25.6,31.7,6.74,21.3,open-meteo-archive
2024-02-23,Kilifi,-3.115,39.57,0.1,36.4,25.2,30.8,6.48,18.4,open-meteo-archive
2024-02-24,Kilifi,-3.115,39.57,2.3,33.7,24.9,29.3,4.26,22.1,open-meteo-archive
2024-02-25,Kilifi,-3.115,39.57,2.3,35.2,25.0,30.1,4.8,16.9,open-meteo-archive
2024-02-26,Kilifi,-3.115,39.57,2.1,36.7,26.4,31.55,5.05,15.8,open-meteo-archive
2024-02-27,Kilifi,-3.115,39.57,0.4,36.3,25.7,31.0,5.42,20.7,open-meteo-archive
2024-02-28,Kilifi,-3.115,39.57,7.5,35.4,24.2,29.8,4.85,15.9,open-meteo-archive
2024-02-29,Kilifi,-3.115,39.57,3.1,34.5,25.9,30.2,4.85,15.1,open-meteo-archive
2024-03-01,Kilifi,-3.115,39.57,0.8,36.0,24.8,30.4,5.5,17.4,open-meteo-archive
2024-03-02,Kilifi,-3.115,39.57,2.6,35.2,25.1,30.15,5.15,14.5,open-meteo-archive
2024-03-03,Kilifi,-3.115,39.57,0.4,37.3,25.4,31.35,5.95,21.1,open-meteo-archive
2024-03-04,Kilifi,-3.115,39.57,1.0,36.5,25.9,31.2,5.68,20.0,open-meteo-archive
2024-03-05,Kilifi,-3.115,39.57,1.8,36.5,26.2,31.35,5.92,17.6,open-meteo-archive
2024-03-06,Kilifi,-3.115,39.57,0.3,36.0,24.8,30.4,5.76,13.7,open-meteo-archive
2024-03-07,Kilifi,-3.115,39.57,0.6,35.7,24.9,30.3,5.66,17.5,open-meteo-archive
2024-03-08,Kilifi,-3.115,39.57,1.7,36.2,24.8,30.5,5.22,17.6,open-meteo-archive
2024-03-09,Kilifi,-3.115,39.57,7.8,36.3,26.0,31.15,4.95,19.7,open-meteo-archive
2024-03-10,Kilifi,-3.115,39.57,0.0,37.5,25.0,31.25,6.51,20.5,open-meteo-archive
2024-03-11,Kilifi,-3.115,39.57,0.3,36.8,25.6,31.2,6.27,19.4,open-meteo-archive
2024-03-12,Kilifi,-3.115,39.57,0.1,37.8,25.5,31.65,6.16,18.4,open-meteo-archive
2024-03-13,Kilifi,-3.115,39.57,1.2,35.7,26.0,30.85,5.14,16.8,open-meteo-archive
2024-03-14,Kilifi,-3.115,39.57,1.0,37.8,25.8,31.8,5.89,20.9,open-meteo-archive
2024-03-15,Kilifi,-3.115,39.57,2.7,35.3,23.6,29.45,5.4,15.5,open-meteo-archive
2024-03-16,Kilifi,-3.115,39.57,1.7,36.8,25.7,31.25,5.43,17.9,open-meteo-archive
2024-03-17,Kilifi,-3.115,39.57,1.9,37.5,26.1,31.8,5.59,16.1,open-meteo-archive
2024-03-18,Kilifi,-3.115,39.57,2.5,35.1,25.9,30.5,4.68,21.7,open-meteo-archive
2024-03-19,Kilifi,-3.115,39.57,1.6,35.9,24.6,30.25,5.62,15.3,open-meteo-archive
2024-03-20,Kilifi,-3.115,39.57,2.4,33.3,25.5,29.4,4.36,16.4,open-meteo-archive
2024-03-21,Kilifi,-3.115,39.57,3.7,34.7,24.5,29.6,4.74,16.7,open-meteo-archive
2024-03-22,Kilifi,-3.115,39.57,2.1,35.5,25.5,30.5,5.65,18.8,open-meteo-archive
2024-03-23,Kilifi,-3.115,39.57,4.5,36.0,24.8,30.4,5.17,17.9,open-meteo-archive
2024-03-24,Kilifi,-3.115,39.57,0.7,35.0,25.8,30.4,5.3,17.4,open-meteo-archive
2024-03-25,Kilifi,-3.115,39.57,0.2,35.8,25.2,30.5,6.06,17.7,open-meteo-archive
2024-03-26,Kilifi,-3.115,39.57,1.3,36.2,25.5,30.85,5.6,18.2,open-meteo-archive
2024-03-27,Kilifi,-3.115,39.57,2.5,35.3,25.7,30.5,5.11,15.5,open-meteo-archive
2024-03-28,Kilifi,-3.115,39.57,0.7,36.3,25.1,30.7,5.73,17.7,open-meteo-archive
2024-03-29,Kilifi,-3.115,39.57,3.6,34.0,25.5,29.75,3.98,14.1,open-meteo-archive
2024-03-30,Kilifi,-3.115,39.57,11.8,34.1,24.5,29.3,4.54,13.9,open-meteo-archive
2024-03-31,Kilifi,-3.115,39.57,2.3,33.7,24.0,28.85,4.36,12.9,open-meteo-archive
2024-04-01,Kilifi,-3.115,39.57,2.7,33.7,24.7,29.2,4.27,13.3,open-meteo-archive
2024-04-02,Kilifi,-3.115,39.57,9.1,30.5,25.0,27.75,2.74,14.4,open-meteo-archive
2024-04-03,Kilifi,-3.115,39.57,2.0,33.2,24.5,28.85,4.54,16.8,open-meteo-archive
2024-04-04,Kilifi,-3.115,39.57,19.6,31.2,24.2,27.7,2.81,15.8,open-meteo-archive
2024-04-05,Kilifi,-3.115,39.57,2.5,32.5,24.5,28.5,3.76,15.5,open-meteo-archive
2024-04-06,Kilifi,-3.115,39.57,13.8,30.9,25.0,27.95,3.45,15.8,open-meteo-archive
2024-04-07,Kilifi,-3.115,39.57,1.0,36.4,24.7,30.55,5.72,16.6,open-meteo-archive
2024-04-08,Kilifi,-3.115,39.57,1.7,35.0,25.7,30.35,5.02,20.1,open-meteo-archive
2024-04-09,Kilifi,-3.115,39.57,0.6,36.2,25.1,30.65,5.48,17.1,open-meteo-archive
2024-04-10,Kilifi,-3.115,39.57,9.3,36.9,25.5,31.2,4.89,21.3,open-meteo-archive
2024-04-11,Kilifi,-3.115,39.57,2.2,33.5,26.2,29.85,3.71,14.1,open-meteo-archive
2024-04-12,Kilifi,-3.115,39.57,1.5,35.2,25.4,30.3,5.25,19.4,open-meteo-archive
2024-04-13,Kilifi,-3.115,39.57,3.7,35.0,26.1,30.55,4.76,16.4,open-meteo-archive
2024-04-14,Kilifi,-3.115,39.57,0.9,34.2,25.6,29.9,5.27,22.6,open-meteo-archive
2024-04-15,Kilifi,-3.115,39.57,2.6,31.9,23.8,27.85,4.04,24.5,open-meteo-archive
2024-04-16,Kilifi,-3.115,39.57,0.0,34.5,23.8,29.15,6.03,23.8,open-meteo-archive
2024-04-17,Kilifi,-3.115,39.57,0.0,33.1,25.3,29.2,5.43,27.0,open-meteo-archive
2024-04-18,Kilifi,-3.115,39.57,2.5,32.5,25.0,28.75,4.76,24.0,open-meteo-archive
2024-04-19,Kilifi,-3.115,39.57,19.0,29.4,24.0,26.7,2.33,18.8,open-meteo-archive
2024-04-20,Kilifi,-3.115,39.57,0.6,32.4,24.4,28.4,4.99,23.6,open-meteo-archive
2024-04-21,Kilifi,-3.115,39.57,1.7,32.5,24.9,28.7,4.04,18.8,open-meteo-archive
2024-04-22,Kilifi,-3.115,39.57,1.7,33.5,24.5,29.0,5.16,21.7,open-meteo-archive
2024-04-23,Kilifi,-3.115,39.57,2.2,33.0,25.1,29.05,4.75,23.4,open-meteo-archive
2024-04-24,Kilifi,-3.115,39.57,30.5,30.0,23.9,26.95,3.04,18.7,open-meteo-archive
2024-04-25,Kilifi,-3.115,39.57,29.7,28.2,24.0,26.1,1.64,18.1,open-meteo-archive
2024-04-26,Kilifi,-3.115,39.57,16.5,32.1,23.6,27.85,4.04,21.3,open-meteo-archive
2024-04-27,Kilifi,-3.115,39.57,0.1,33.0,24.4,28.7,5.76,23.0,open-meteo-archive
2024-04-28,Kilifi,-3.115,39.57,0.0,33.2,25.6,29.4,6.48,25.7,open-meteo-archive
2024-04-29,Kilifi,-3.115,39.57,0.0,34.5,25.8,30.15,7.09,21.4,open-meteo-archive
2024-04-30,Kilifi,-3.115,39.57,0.0,35.3,25.3,30.3,7.1,21.3,open-meteo-archive
2024-05-01,Kilifi,-3.115,39.57,0.0,35.7,25.8,30.75,6.24,21.5,open-meteo-archive
2024-05-02,Kilifi,-3.115,39.57,0.1,36.5,26.3,31.4,6.96,22.6,open-meteo-archive
2024-05-03,Kilifi,-3.115,39.57,0.0,36.5,27.2,31.85,7.27,23.4,open-meteo-archive
2024-05-04,Kilifi,-3.115,39.57,0.0,36.8,26.6,31.7,6.52,20.5,open-meteo-archive
2024-05-05,Kilifi,-3.115,39.57,0.3,35.0,25.4,30.2,6.15,21.9,open-meteo-archive
2024-05-06,Kilifi,-3.115,39.57,0.2,33.1,25.0,29.05,4.61,21.4,open-meteo-archive
2024-05-07,Kilifi,-3.115,39.57,9.7,30.4,24.0,27.2,2.41,20.7,open-meteo-archive
2024-05-08,Kilifi,-3.115,39.57,3.4,29.2,23.6,26.4,2.59,20.5,open-meteo-archive
2024-05-09,Kilifi,-3.115,39.57,1.8,32.0,23.9,27.95,4.79,23.0,open-meteo-archive
2024-05-10,Kilifi,-3.115,39.57,1.9,31.9,23.8,27.85,3.94,19.6,open-meteo-archive
2024-05-11,Kilifi,-3.115,39.57,0.0,33.7,23.9,28.8,5.83,19.4,open-meteo-archive
2024-05-12,Kilifi,-3.115,39.57,0.3,33.1,24.4,28.75,5.44,18.5,open-meteo-archive
2024-05-13,Kilifi,-3.115,39.57,0.0,34.3,24.1,29.2,5.76,20.1,open-meteo-archive
2024-05-14,Kilifi,-3.115,39.57,0.0,34.5,24.7,29.6,6.33,23.8,open-meteo-archive
2024-05-15,Kilifi,-3.115,39.57,0.0,34.5,24.5,29.5,6.63,23.4,open-meteo-archive
2024-05-16,Kilifi,-3.115,39.57,0.2,34.0,24.9,29.45,5.98,22.0,open-meteo-archive
2024-05-17,Kilifi,-3.115,39.57,0.0,34.8,24.2,29.5,6.57,20.2,open-meteo-archive
2024-05-18,Kilifi,-3.115,39.57,0.0,35.2,24.4,29.8,6.53,24.1,open-meteo-archive
2024-05-19,Kilifi,-3.115,39.57,0.0,35.3,25.3,30.3,6.98,27.4,open-meteo-archive
2024-05-20,Kilifi,-3.115,39.57,0.0,35.7,26.0,30.85,8.01,27.4,open-meteo-archive
2024-05-21,Kilifi,-3.115,39.57,0.0,33.8,26.5,30.15,6.86,29.8,open-meteo-archive
2024-05-22,Kilifi,-3.115,39.57,1.7,30.0,24.3,27.15,4.59,26.1,open-meteo-archive
2024-05-23,Kilifi,-3.115,39.57,2.4,30.7,23.8,27.25,3.96,24.5,open-meteo-archive
2024-05-24,Kilifi,-3.115,39.57,0.0,33.8,24.0,28.9,5.88,25.2,open-meteo-archive
2024-05-25,Kilifi,-3.115,39.57,0.1,33.5,24.2,28.85,6.09,24.4,open-meteo-archive
2024-05-26,Kilifi,-3.115,39.57,0.2,33.3,24.1,28.7,5.89,23.4,open-meteo-archive
2024-05-27,Kilifi,-3.115,39.57,0.6,33.1,23.9,28.5,5.91,25.3,open-meteo-archive
2024-05-28,Kilifi,-3.115,39.57,0.9,32.5,24.4,28.45,6.08,25.2,open-meteo-archive
2024-05-29,Kilifi,-3.115,39.57,0.0,33.3,23.6,28.45,7.01,25.2,open-meteo-archive
2024-05-30,Kilifi,-3.115,39.57,0.0,33.4,23.9,28.65,5.84,23.4,open-meteo-archive
2024-05-31,Kilifi,-3.115,39.57,0.0,33.3,24.0,28.65,5.38,23.5,open-meteo-archive
2024-06-01,Kilifi,-3.115,39.57,0.0,34.7,23.6,29.15,5.47,22.2,open-meteo-archive
2024-06-02,Kilifi,-3.115,39.57,0.0,34.7,24.1,29.4,5.52,21.3,open-meteo-archive
2024-06-03,Kilifi,-3.115,39.57,0.0,35.7,23.4,29.55,5.71,22.0,open-meteo-archive
2024-06-04,Kilifi,-3.115,39.57,0.1,35.0,24.3,29.65,5.54,21.7,open-meteo-archive
2024-06-05,Kilifi,-3.115,39.57,0.3,35.0,23.8,29.4,5.37,22.5,open-meteo-archive
2024-06-06,Kilifi,-3.115,39.57,0.6,34.2,24.6,29.4,5.67,22.3,open-meteo-archive
2024-06-07,Kilifi,-3.115,39.57,0.0,34.5,23.5,29.0,5.44,21.6,open-meteo-archive
2024-06-08,Kilifi,-3.115,39.57,0.1,33.5,23.8,28.65,5.22,23.6,open-meteo-archive
2024-06-09,Kilifi,-3.115,39.57,0.4,32.8,24.2,28.5,6.24,28.4,open-meteo-archive
2024-06-10,Kilifi,-3.115,39.57,0.9,32.8,24.0,28.4,6.24,28.5,open-meteo-archive
2024-06-11,Kilifi,-3.115,39.57,0.0,33.3,24.5,28.9,6.91,24.9,open-meteo-archive
2024-06-12,Kilifi,-3.115,39.57,0.0,33.6,23.9,28.75,7.17,24.2,open-meteo-archive
2024-06-13,Kilifi,-3.115,39.57,0.0,33.8,23.4,28.6,6.64,22.1,open-meteo-archive
2024-06-14,Kilifi,-3.115,39.57,0.0,34.0,22.5,28.25,6.17,20.7,open-meteo-archive
2024-06-15,Kilifi,-3.115,39.57,0.0,33.2,22.5,27.85,6.11,21.5,open-meteo-archive
2024-06-16,Kilifi,-3.115,39.57,0.0,34.5,22.8,28.65,6.03,26.7,open-meteo-archive
2024-06-17,Kilifi,-3.115,39.57,0.0,34.2,23.4,28.8,6.73,24.9,open-meteo-archive
2024-06-18,Kilifi,-3.115,39.57,2.2,33.0,23.9,28.45,5.17,23.1,open-meteo-archive
2024-06-19,Kilifi,-3.115,39.57,7.2,31.5,22.5,27.0,3.44,22.5,open-meteo-archive
2024-06-20,Kilifi,-3.115,39.57,19.5,29.7,22.5,26.1,3.58,20.0,open-meteo-archive
2024-06-21,Kilifi,-3.115,39.57,0.1,30.2,22.2,26.2,4.73,23.3,open-meteo-archive
2024-06-22,Kilifi,-3.115,39.57,1.0,29.5,21.8,25.65,4.91,24.1,open-meteo-archive
2024-06-23,Kilifi,-3.115,39.57,0.0,30.9,22.6,26.75,5.28,28.2,open-meteo-archive
2024-06-24,Kilifi,-3.115,39.57,0.0,31.6,22.6,27.1,5.81,27.8,open-meteo-archive
2024-06-25,Kilifi,-3.115,39.57,0.0,31.0,21.6,26.3,4.88,25.8,open-meteo-archive
2024-06-26,Kilifi,-3.115,39.57,0.0,31.9,22.0,26.95,5.53,24.7,open-meteo-archive
2024-06-27,Kilifi,-3.115,39.57,0.1,30.0,23.2,26.6,4.75,22.0,open-meteo-archive
2024-06-28,Kilifi,-3.115,39.57,0.4,30.9,22.3,26.6,5.2,26.2,open-meteo-archive
2024-06-29,Kilifi,-3.115,39.57,0.0,32.1,22.0,27.05,5.16,22.8,open-meteo-archive
2024-06-30,Kilifi,-3.115,39.57,0.3,31.8,22.0,26.9,4.66,21.2,open-meteo-archive
2024-07-01,Kilifi,-3.115,39.57,0.1,31.6,22.1,26.85,4.73,22.1,open-meteo-archive
2024-07-02,Kilifi,-3.115,39.57,0.0,30.8,23.7,27.25,4.59,21.3,open-meteo-archive
2024-07-03,Kilifi,-3.115,39.57,0.1,31.5,22.3,26.9,5.12,22.3,open-meteo-archive
2024-07-04,Kilifi,-3.115,39.57,0.3,32.2,21.6,26.9,5.25,21.0,open-meteo-archive
2024-07-05,Kilifi,-3.115,39.57,0.0,32.2,21.0,26.6,4.65,19.5,open-meteo-archive
2024-07-06,Kilifi,-3.115,39.57,0.3,31.2,23.0,27.1,4.24,21.5,open-meteo-archive
2024-07-07,Kilifi,-3.115,39.57,0.0,31.4,22.6,27.0,4.41,22.2,open-meteo-archive
2024-07-08,Kilifi,-3.115,39.57,0.0,31.8,22.8,27.3,5.03,22.7,open-meteo-archive
2024-07-09,Kilifi,-3.115,39.57,0.0,31.9,22.5,27.2,4.48,20.9,open-meteo-archive
2024-07-10,Kilifi,-3.115,39.57,0.4,32.5,22.2,27.35,5.16,23.7,open-meteo-archive
2024-07-11,Kilifi,-3.115,39.57,0.0,32.5,22.5,27.5,5.82,20.5,open-meteo-archive
2024-07-12,Kilifi,-3.115,39.57,0.6,29.1,23.1,26.1,3.39,22.3,open-meteo-archive
